YYYYMMDDHHMM_UTC,YYYY_LOCAL,MM_LOCAL,DD_LOCAL,HHMM_LOCAL,NEAR_CMMTY,PROVINCE,FUJITA,START_LAT_N,START_LON_W,END_LAT_N,END_LON_W,LENGTH_M,MOTION_DEG,WIDTH_MAX_M,HUMAN_FATAL,HUMAN_INJ,DMG_THOUS,FORECAST_REGION,,,
19890712 0030,1989,07,11,1830,Gorlitz,SK,1,51.5690,-102.5170,51.4770,-102.3000,,,60,,,,Kamsack - Canora - Preeceville,,,
19890715 2230,1989,07,15,1630,Nordegg,AB,1,52.4700,-116.0000,,,,,,,,,Nordegg - Forestry Trunk Road Highway 734,,,
19890716 0440,1989,07,15,2240,Wetaskiwin,AB,0,52.9685,-113.3775,,,,,,,,,Leduc - Camrose - Wetaskiwin - Tofield,,,
19890717 2100,1989,07,17,1500,Khedive,SK,0,49.6200,-104.4700,,,,,,,,,Estevan - Weyburn - Radville - Milestone,,,
19890717 2215,1989,07,17,1615,Near Moose Jaw,SK,0,50.4000,-105.5300,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19890722 0800,1989,07,22,0200,16 km N of Marwayne,AB,0,53.6785,-110.3315,,,,,,,,,Lloydminster - Wainwright - Vermilion - Provost,,,
19890725 0230,1989,07,26,2030,23 km N of Creelman,SK,0,50.0100,-103.3000,,,,,,,,,Estevan - Weyburn - Radville - Milestone,,,
19890727 2330,1989,07,27,1730,Edmonton,AB,1,53.5500,-113.4210,,,,,,,,500,City of Edmonton - St. Albert - Sherwood Park,,,
19890729 0115,1989,07,28,1915,Lumsden Beach,SK,2,50.7340,-105.0160,50.7640,-104.9080,,,,0,3,,Fort Qu'Appelle - Indian Head - Lumsden - Pilot Butte,,,
19890729 0245,1989,07,28,2045,Balgonie,SK,2,50.5800,-104.2700,,,,,,,,,Fort Qu'Appelle - Indian Head - Lumsden - Pilot Butte,,,
19890802 1400,1989,08,02,1000,Parry Island,ON,1,45.3100,-80.0600,,,,,,0,0,,Parry Sound - Muskoka,,,
19890802 1830,1989,08,02,1230,Fort Assiniboine,AB,0,54.4015,-114.7600,,,,,,,,,Westlock - Barrhead - Athabasca,,,
19890802 1900,1989,08,02,1300,Busby,AB,1,53.9975,-113.8815,,,,,,,,,Westlock - Barrhead - Athabasca,,,
19890802 2000,1989,08,02,1400,Near Mulhurst,AB,1,53.0500,-113.9815,,,,,,,,,Drayton Valley - Devon - Rimbey - Pigeon Lake,,,
19890802 ,1989,08,,,Clear Lake - Wasagaming,MB,0,50.6600,-99.9700,,,,,,,,,Minnedosa - Neepawa - Russell - Riding Mountain National Park,,,
19890802 ,1989,08,,,Langruth,MB,2,50.3800,-98.6700,,,,,,,,,Ste. Rose - McCreary - Alonsa - Gladstone,,,
19890802 ,1989,08,,,St. Laurent,MB,1,50.4100,-97.9300,,,,,,,,,Selkirk - Gimli - Stonewall - Woodlands - Eriksdale,,,
19890803 ,1989,08,,,Rosser,MB,1,49.9800,-97.4500,,,,,,,,,Selkirk - Gimli - Stonewall - Woodlands - Eriksdale,,,
19890803 ,1989,08,,,Tolstoi ,MB,0,49.0700,-96.7500,,,,,,,,,Steinbach - St. Adolphe - Dominion City - Vita - Richer,,,
19890809 ,1989,08,,,Beaverlodge,AB,0,55.1475,-119.4885,,,,,,,,,Grande Prairie - Beaverlodge - Valleyview,,,
19890811 2030,1989,08,11,1530,Souris,MB,1,49.6200,-100.2560,,,,,,,,,Virden - Souris,,,
19890812 ,1989,08,,,Ashern,MB,0,51.1800,-98.3400,,,,,,,,,Arborg - Hecla - Fisher River - Gypsumville - Ashern,,,
19890813 2300,1989,08,13,1700,Mayerthorpe,AB,1,53.9500,-115.1315,,,,,,,,,Spruce Grove - Morinville - Mayerthorpe - Evansburg,,,
19890815 1600,1989,08,15,1200,Mount Pleasant,ON,0,43.0700,-80.3100,,,,,,0,0,,Oxford - Brant,,,
19890816 0045,1989,08,15,1845,Green Court,AB,2,54.0185,-115.2315,,,30000,,,,,,Spruce Grove - Morinville - Mayerthorpe - Evansburg,,,
19890816 2350,1989,08,16,1700,15 km N of Fahler,AB,0,55.8690,-117.2000,,,,,,,,,Peace River - Fairview - High Prairie - Manning,,,
19890817 0005,1989,08,16,1805,Mayerthorpe,AB,0,53.9890,-115.1790,,,,,,,,,Spruce Grove - Morinville - Mayerthorpe - Evansburg,,,
19890817 0005,1989,08,16,1805,Morinville,AB,1,53.8000,-113.6500,,,,,,,,,Spruce Grove - Morinville - Mayerthorpe - Evansburg,,,
19890817 0025,1989,08,16,1825,Edson #1,AB,2,53.5560,-116.4315,,,,,,,,,Whitecourt - Edson - Fox Creek - Swan Hills,,,
19890817 0200,1989,08,16,2000,Edson #2,AB,0,53.5815,-116.4315,,,,,,,,,Whitecourt - Edson - Fox Creek - Swan Hills,,,
19890817 2030,1989,08,17,1430,Willingdon to Mundare,AB,0,53.7200,-112.2300,,,,,,,,,Fort Saskatchewan - Vegreville - Redwater - Smoky Lake,,,
19890817 2300,1989,08,17,1700,Fleming,SK,1,50.0700,-101.5200,,,,,,,,,Moosomin - Grenfell - Kipling - Wawota,,,
19890830 0300,1989,08,29,2300,Warminster,ON,0,44.6330,-79.5460,44.6230,-79.5080,3000,295,20,0,0,,Barrie - Orillia - Midland,,,
19891015 2310,1989,10,15,1910,Collingwood,ON,0,44.4800,-80.2100,,,,,,0,0,,Barrie - Orillia - Midland,,,
198911,1989,11,02,,Mont St-Hilaire,QC,2,45.5650,-73.1913,,,,,,,,,Richelieu Valley - Saint-Hyacinthe,,,
19900512 2230,1990,05,12,1630,Maryfield,SK,2,49.8300,-101.5300,,,,,,,,,Moosomin - Grenfell - Kipling - Wawota,,,
19900512 ,1990,05,,,Bezanson,AB,0,55.1700,-118.3600,,,,,,,,,Grande Prairie - Beaverlodge - Valleyview,,,
19900517 1825,1990,05,17,1425,Kushog Lake,ON,0,45.0600,-78.7800,,,,,,0,0,,Haliburton,,,
19900523 0300,1990,05,22,2100,Smoky Lake,AB,1,54.0710,-112.4685,,,,,,,,,Fort Saskatchewan - Vegreville - Redwater - Smoky Lake,,,
19900527 2110,1990,05,27,1510,Brooks,AB,0,50.5580,-111.8485,,,,,,,,,Brooks - Strathmore - Vulcan,,,
19900602 0015,1990,06,01,1815,Galahad,AB,0,52.5200,-111.9300,,,,,,,,,Red Deer - Ponoka - Innisfail - Stettler,,,
19900610 2330,1990,06,10,1730,Near Olds,AB,0,51.7800,-114.1000,,,,,,,,,Airdrie - Cochrane - Olds - Sundre,,,
19900612 0700,1990,06,12,0200,Fisher Branch,MB,0,51.0500,-97.5800,,,,,,,,,Arborg - Hecla - Fisher River - Gypsumville - Ashern,,,
19900616 2330,1990,06,16,1730,Delburne,AB,0,52.1500,-113.1500,,,,,,,,,Red Deer - Ponoka - Innisfail - Stettler,,,
19900617 0448,1990,06,16,2248,Huxley,AB,0,51.9300,-113.2800,,,,,,,,,Drumheller - Three Hills,,,
19900617 1935,1990,06,17,1435,MacGregor,MB,0,49.9600,-98.7800,,,,,,,,,Brandon - Carberry - Treherne,,,
19900617 1940,1990,06,17,1440,Long Plain Reserve,MB,0,49.8460,-98.4760,,,,,,,,,Portage la Prairie - Headingley - Brunkild - Carman,,,
19900617 2200,1990,06,17,1700,Carman,MB,0,49.4900,-98.0000,,,,,,,,,Portage la Prairie - Headingley - Brunkild - Carman,,,
19900617 2230,1990,06,17,1830,Trout Creek,ON,0,45.9900,-79.3800,,,370,,140,0,0,,North Bay - West Nipissing,,,
19900619 1725,1990,06,19,1125,15 km SW of Wynyard,SK,0,51.7000,-104.3400,,,,,,,,,Humboldt - Wynyard - Wadena - Lanigan - Foam Lake,,,
19900619 1825,1990,06,19,1325,Green Ridge,MB,0,49.1820,-97.0130,,,,,,,,,Steinbach - St. Adolphe - Dominion City - Vita - Richer,,,
19900627 0345,1990,06,26,2045,Smeaton,SK,1,53.4580,-104.8000,,,,,,,,,Melfort - Tisdale - Nipawin - Carrot River,,,
19900627 2020,1990,06,27,1420,15 km SW of Saskatoon,SK,0,52.1000,-106.7700,,,,,,,,,Martensville - Warman - Rosthern - Delisle - Wakaw,,,
19900627 2103,1990,06,27,1503,Grasswood,SK,1,51.9830,-106.5830,,,,,,,,,Martensville - Warman - Rosthern - Delisle - Wakaw,,,
19900627 2230,1990,06,27,1630,Bradwell,SK,0,51.9500,-106.2330,,,,,,,,,Martensville - Warman - Rosthern - Delisle - Wakaw,,,
19900627 ,1990,06,,,16 km E of Assiniboia,SK,1,49.6300,-105.7900,,,,,,,,,Assiniboia - Gravelbourg - Coronach,,,
19900628 1945,1990,06,28,1345,16 km N of Kerrobert,SK,1,52.0280,-109.2080,,,,,,,,,Kindersley - Rosetown - Biggar - Wilkie - Macklin,,,
19900628 2025,1990,06,28,1425,Plenty,SK,0,51.7100,-108.6270,,,,,,,,,Kindersley - Rosetown - Biggar - Wilkie - Macklin,,,
19900629 2100,1990,06,29,1600,Mink Creek ,MB,1,51.4200,-100.4800,,,,,,,,,Dauphin - Roblin - Winnipegosis,,,
199006,1990,06,30,,25 km W of Prince George,BC,0,53.9167,-123.1333,,,,,,,,,Prince George,,,
19900630 2230,1990,06,30,1830,Mandaumin,ON,0,42.9400,-82.2300,,,,,,0,0,,Sarnia - Lambton,,,
19900701 0045,1990,06,30,1845,Perdue,SK,0,52.0700,-107.5500,,,,,200,,,,Martensville - Warman - Rosthern - Delisle - Wakaw,,,
19900701 0200,1990,06,30,2000,Dinsmore,SK,1,51.3300,-107.4300,,,,,,,,,Outlook - Watrous - Hanley - Imperial - Dinsmore,,,
19900701 0230,1990,06,30,2030,Limerick,SK,0,49.6500,-106.2700,,,,,,,,,Assiniboia - Gravelbourg - Coronach,,,
19900701 0400,1990,06,30,2200,Ituna,SK,0,51.1700,-103.5000,,,,,,,,,Humboldt - Wynyard - Wadena - Lanigan - Foam Lake,,,
19900701 0430,1990,06,30,2230,Wynyard,SK,0,51.7300,-104.2400,,,,,,,,,Humboldt - Wynyard - Wadena - Lanigan - Foam Lake,,,
19900701 ,1990,,,,Churchbridge,SK,1,50.9000,-101.9000,,,,,,,,,Yorkton - Melville - Esterhazy,,,
19900702 1825,1990,07,02,1325,Steinbach,MB,0,49.5300,-96.6800,,,,,,,,,Steinbach - St. Adolphe - Dominion City - Vita - Richer,,,
19900702 1900,1990,07,02,1300,Lake Alma,SK,1,49.1500,-104.2000,,,,,,,,,Estevan - Weyburn - Radville - Milestone,,,
19900706 0000,1990,07,05,1700,Soda Creek,BC,2,52.3500,-122.3000,,,,,,,,,Cariboo,,,
199007,1990,07,06,,100 Mile House,BC,0,51.6500,-121.2667,,,,,,,,,100 Mile,,,
19900706 1940,1990,07,06,1340,Crossfield,AB,0,51.4300,-114.0300,,,,,,,,,Airdrie - Cochrane - Olds - Sundre,,,
19900706 2200,1990,07,06,1600,Delia,AB,0,51.6700,-112.4400,,,,,,,,,Drumheller - Three Hills,,,
19900706 2210,1990,07,06,1610,25 km S of Youngstown,AB,0,51.3200,-111.2200,,,,,,0,2,,Hanna - Coronation - Oyen,,,
19900707 0620,1990,07,07,0100,11 km N of Ridgeville,MB,0,49.1500,-97.0100,,,,,,,,,Steinbach - St. Adolphe - Dominion City - Vita - Richer,,,
19900707 2045,1990,07,07,1445,Frontier,SK,0,49.2100,-108.5700,49.2010,-108.5700,1120,5,,,,,Shaunavon - Maple Creek - Val Marie - Cypress Hills,,,
19900710 2055,1990,07,10,1455,20 km E of Eyebrow,SK,0,50.8640,-105.9320,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19900711 0000,1990,07,10,1800,Balgonie,SK,0,50.4830,-104.2670,,,,,,,,,Fort Qu'Appelle - Indian Head - Lumsden - Pilot Butte,,,
19900712 ,1990,07,,,DeBolt,AB,0,55.2200,-118.0200,,,,,,,,10,Grande Prairie - Beaverlodge - Valleyview,,,
19900716 1900,1990,07,16,1300,Stettler,AB,0,52.3200,-112.7200,,,,,,,,,Red Deer - Ponoka - Innisfail - Stettler,,,
19900716 2300,1990,07,16,1700,Dilke,SK,0,50.8700,-105.2500,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19900716 2330,1990,07,16,1730,Zehner,SK,0,50.5400,-104.4600,,,,,,,,,Fort Qu'Appelle - Indian Head - Lumsden - Pilot Butte,,,
19900718 0045,1990,07,17,2045,Near Kabaigon,ON,1,48.6600,-90.2900,,,,,,0,0,,Atikokan - Upsala - Quetico,,,
19900718 2345,1990,07,18,1945,Rannoch,ON,0,43.2500,-81.1900,,,,,,0,0,,Huron - Perth,,,
19900726 0405,1990,07,25,2305,Near Shoal Lake,MB,1,50.4300,-100.5800,,,,,,,,,Minnedosa - Neepawa - Russell - Riding Mountain National Park,,,
19900726 2150,1990,07,26,1550,Chamberlain,SK,1,50.7780,-105.5680,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19900726 2200,1990,07,26,1600,Arlington Beach,SK,1,51.2400,-105.1900,,,,,,,,,Humboldt - Wynyard - Wadena - Lanigan - Foam Lake,,,
19900726 2250,1990,07,26,1650,13 km W of Chamberlain,SK,0,50.8310,-105.7910,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19900726 2330,1990,07,26,1730,12 km E of Midale,SK,1,49.4000,-103.2600,,,,,,,,,Estevan - Weyburn - Radville - Milestone,,,
19900727 0400,1990,07,26,2300,Roblin,MB,0,51.2200,-101.3500,,,,,,,,,Dauphin - Roblin - Winnipegosis,,,
19900730 1840,1990,07,30,1440,Tilbury,ON,0,42.2300,-82.4500,,,70,,,0,0,,Windsor - Essex - Chatham-Kent,,,
19900802 0100,1990,08,01,1900,High River,AB,0,50.5800,-113.8700,,,,,,,,,Okotoks - High River - Claresholm,,,
19900802 1900,1990,08,02,1400,Langruth,MB,0,50.3800,-98.6700,,,,,,,,,Ste. Rose - McCreary - Alonsa - Gladstone,,,
19900802 2230,1990,08,02,1630,19 km N of Regina,SK,1,50.5900,-104.6100,,,,,,,,,Fort Qu'Appelle - Indian Head - Lumsden - Pilot Butte,,,
19900810 ,1990,08,,,Carbon,AB,0,51.4800,-113.0600,,,,,,,,,Drumheller - Three Hills,,,
19900813 0100,1990,08,12,2100,Norwich Township,ON,2,42.9900,-80.6000,,,,,,1,2,,Oxford - Brant,,,
19900813 2200,1990,08,13,1600,Rocanville,SK,0,50.3800,-101.7000,,,,,,,,,Moosomin - Grenfell - Kipling - Wawota,,,
19900814 0145,1990,08,13,1845,Tachie,BC,2,54.6167,-124.7000,,,,,,,,,Bulkley Valley and The Lakes,,,
19900823 0115,1990,08,22,2015,Forrest,MB,1,49.9700,-99.9600,,,,,,,,,Brandon - Carberry - Treherne,,,
19900827 0145,1990,08,26,1945,Edberg,AB,0,52.8385,-112.6990,,,,,,,,,Leduc - Camrose - Wetaskiwin - Tofield,,,
19900827 1930,1990,08,27,1430,Near Berens River,MB,0,52.3600,-97.0300,,,,,,,,,Berens River - Little Grand Rapids - Bloodvein - Atikaki,,,
19900828 2010,1990,08,28,1610,Komoka,ON,2,42.9500,-81.4300,,,,,,0,0,,London - Middlesex,,,
19900828 2030,1990,08,28,1630,Frome to Port Stanley,ON,3,42.7700,-81.3100,42.6600,-81.2100,13000,340,,0,5,20000,Elgin,,,
19900828 2120,1990,08,28,1720,Newtonville,ON,1,43.9928,-78.5182,43.9838,-78.4967,2000,300,,0,0,500,York - Durham,,,
19900902 0000,1990,09,01,1800,Langbank,SK,0,50.0500,-102.3000,,,,,,,,,Moosomin - Grenfell - Kipling - Wawota,,,
19900906 2145,1990,09,06,1745,McGregor,ON,0,42.1400,-82.9600,,,,,,0,0,,Windsor - Essex - Chatham-Kent,,,
19900914 2030,1990,09,14,1630,Aylmer,ON,1,42.7700,-81.0000,,,,,,0,0,,Elgin,,,
19910310 2030,1991,03,10,1330,Pitt Meadows ,BC,0,49.2419,-122.6719,,,,,,,,3.5,Metro Vancouver,,,
19910405 1945,1991,04,05,1245,Lac la Hache,BC,1,51.8167,-121.4667,,,,,,,,16,Cariboo,,,
19910512 2230,1991,05,12,1630,Maryfield,SK,0,49.8350,-101.4150,,,,,,,,,Virden - Souris,,,
19910512 ,1991,05,,,Near Red Jacket,SK,1,50.2000,-101.7800,,,,,,,,,Moosomin - Grenfell - Kipling - Wawota,,,
19910522 0430,1991,05,21,2230,Oungre,SK,2,49.1500,-103.8000,,,,,,,,,Estevan - Weyburn - Radville - Milestone,,,
19910528 1846,1991,05,28,1246,Whitecourt,AB,0,54.1500,-115.6720,,,,,,,,,Whitecourt - Edson - Fox Creek - Swan Hills,,,
19910528 2115,1991,05,28,1515,16 km W of Neidpath,SK,0,50.2200,-107.4980,,,,,,,,,Swift Current - Herbert - Cabri - Kyle - Lucky Lake,,,
19910528 2134,1991,05,28,1534,13 km W of Moose Jaw,SK,0,50.4050,-105.6360,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19910528 2145,1991,05,28,1545,Mortlach,SK,0,50.3840,-106.0530,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19910528 2205,1991,05,28,1605,Tuxford,SK,0,50.5670,-105.6550,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19910528 2225,1991,05,28,1625,Chamberlain,SK,0,50.8500,-105.6900,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19910528 2230,1991,05,28,1630,Herbert,SK,0,50.4540,-107.2210,,,,,,,,,Swift Current - Herbert - Cabri - Kyle - Lucky Lake,,,
19910528 2237,1991,05,28,1637,11 km SW of Caronport,SK,0,50.3670,-105.8750,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19910529 0010,1991,05,28,1810,Riverhurst,SK,0,50.9000,-106.8700,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19910529 0100,1991,05,28,1900,Duval,SK,0,51.1500,-105.1400,,,,,,,,,Humboldt - Wynyard - Wadena - Lanigan - Foam Lake,,,
19910529 0130,1991,05,28,1930,13 km SW of Bulyea,SK,0,50.9100,-104.9600,,,,,,,,,Fort Qu'Appelle - Indian Head - Lumsden - Pilot Butte,,,
19910529 2100,1991,05,29,1500,Hayter,AB,0,52.3300,-110.0300,,,,,,,,,Lloydminster - Wainwright - Vermilion - Provost,,,
19910531 0400,1991,05,30,2300,Darlingford,MB,0,49.1900,-98.3900,,,,,,,,,Killarney - Pilot Mound - Manitou,,,
19910531 2050,1991,05,31,1650,Albuna,ON,0,42.1231,-82.6436,42.1357,-82.6265,2000,225,,0,0,,Windsor - Essex - Chatham-Kent,,,
19910603 2145,1991,06,03,1545,Dundurn,SK,0,51.7700,-106.4300,,,,,,,,,Outlook - Watrous - Hanley - Imperial - Dinsmore,,,
19910607 2325,1991,06,07,1725,16 km N of Lipton,SK,2,51.0100,-103.8400,,,,,,,,,Fort Qu'Appelle - Indian Head - Lumsden - Pilot Butte,,,
19910609 0100,1991,06,08,2000,Churchill,MB,0,58.7900,-94.2500,,,,,,,,,Churchill,,,
19910611 ,1991,06,,,16 km SW of Mankota,SK,1,49.3000,-107.2170,,,,,,,,,Shaunavon - Maple Creek - Val Marie - Cypress Hills,,,
19910611 ,1991,06,,,Near Regina,SK,0,50.3310,-104.8460,50.3580,-104.7610,7220,240,,,,,Fort Qu'Appelle - Indian Head - Lumsden - Pilot Butte,,,
19910612 0102,1991,06,11,1902,Assiniboia,SK,0,49.6200,-105.9900,,,,,,,,,Assiniboia - Gravelbourg - Coronach,,,
19910612 0200,1991,06,11,2000,Lumsden #1,SK,0,50.6410,-104.9220,,,,,,,,,Fort Qu'Appelle - Indian Head - Lumsden - Pilot Butte,,,
19910612 0201,1991,06,11,2000,23 km N of Bengough,SK,1,49.5600,-105.1400,,,,,,,,,Assiniboia - Gravelbourg - Coronach,,,
19910612 0345,1991,06,11,2145,Lumsden #2,SK,0,50.6430,-104.9250,,,,,,,,,Fort Qu'Appelle - Indian Head - Lumsden - Pilot Butte,,,
199106,1991,06,12,,St-Barnabé,QC,1,46.3954,-72.8794,,,,,,,,,Mauricie,,,
19910613 ,1991,06,,,Pilot Mound,MB,2,49.2000,-98.8900,,,,,,,,,Killarney - Pilot Mound - Manitou,,,
19910613 ,1991,06,,,Piney,MB,0,49.0800,-95.9800,,,,,,,,,Sprague - Northwest Angle Provincial Forest,,,
19910615 2125,1991,06,15,1725,Sebringville,ON,0,43.4000,-81.0500,,,,,,0,0,,Huron - Perth,,,
19910617 1800,1991,06,17,1200,Landis,SK,0,52.2100,-108.4500,,,,,,,,,Kindersley - Rosetown - Biggar - Wilkie - Macklin,,,
19910617 1810,1991,06,17,1210,11 km E of Scott,SK,0,52.3640,-108.7630,,,,,,,,,Kindersley - Rosetown - Biggar - Wilkie - Macklin,,,
19910617 1810,1991,06,17,1210,Wilkie,SK,0,52.3630,-108.6700,,,,,,,,,Kindersley - Rosetown - Biggar - Wilkie - Macklin,,,
19910617 2140,1991,06,17,1540,Grandora,SK,0,52.1200,-106.9800,,,,,,,,,Martensville - Warman - Rosthern - Delisle - Wakaw,,,
19910622 0200,1991,06,21,2000,Leduc,AB,1,53.1975,-113.6020,,,,,,,,,Leduc - Camrose - Wetaskiwin - Tofield,,,
19910623 ,1991,06,,,Cardston,AB,0,49.2000,-113.3000,,,,,,,,,Cardston - Fort Macleod - Magrath,,,
19910625 1430,1991,06,25,0800,Regina,SK,0,50.5500,-104.7800,,,,,,,,,Fort Qu'Appelle - Indian Head - Lumsden - Pilot Butte,,,
19910625 ,1991,06,,,CFB Suffield #1,AB,0,50.2700,-111.1900,,,,,,,,,Medicine Hat - Bow Island - Suffield,,,
19910625 ,1991,06,,,CFB Suffield #2,AB,0,50.3060,-110.9430,,,,,,,,,Medicine Hat - Bow Island - Suffield,,,
19910625 ,1991,06,,,19 km NE of Wabowden,MB,1,55.0300,-98.4100,,,,,,,,,Norway House - Cross Lake - Wabowden,,,
19910625 ,1991,06,,,Hazelridge,MB,2,49.9100,-96.7400,,,,,,,,,Dugald - Beausejour - Grand Beach,,,
19910625 ,1991,06,,,Ste. Anne,MB,1,49.6700,-96.6400,,,,,,,,,Steinbach - St. Adolphe - Dominion City - Vita - Richer,,,
19910625 ,1991,06,,,La Broquerie,MB,0,49.5280,-96.4920,,,,,,,,,Steinbach - St. Adolphe - Dominion City - Vita - Richer,,,
19910626 0100,1991,06,25,2000,Dryden,ON,0,49.7795,-92.7932,,,,,,,,,Dryden - Ignace,,,
19910626 0230,1991,06,25,2130,Lorette,MB,0,49.7500,-96.9200,,,,,,,,,Steinbach - St. Adolphe - Dominion City - Vita - Richer,,,
19910630 2320,1991,06,30,1720,Mitsue,AB,0,55.2815,-114.6310,,,,,,,,,Slave Lake,,,
19910630 ,1991,06,,,Regina,SK,0,50.3800,-104.5610,,,,,,,,,Fort Qu'Appelle - Indian Head - Lumsden - Pilot Butte,,,
19910702 2030,1991,07,02,1330,Cluculz Lake,BC,2,53.8833,-123.5667,,,,,,,,,Prince George,,,
19910703 2230,1991,07,03,1630,15 km N of Eckville,AB,0,52.4500,-114.3800,,,,,,,,,Red Deer - Ponoka - Innisfail - Stettler,,,
19910703 2355,1991,07,03,1955,Underwood,ON,0,44.3100,-81.4800,,,,,,0,0,,Grey - Bruce,,,
19910704 2345,1991,07,04,1745,Vanguard,SK,0,49.9200,-107.2900,,,,,,,,,Swift Current - Herbert - Cabri - Kyle - Lucky Lake,,,
19910705 0450,1991,07,04,2250,Minton,SK,0,49.1700,-104.5800,,,,,,,,,Assiniboia - Gravelbourg - Coronach,,,
19910705 1600,1991,07,05,1200,Caledon,ON,0,43.8600,-79.8500,,,1500,,,0,0,,Halton - Peel,,,
19910706 0130,1991,07,05,2030,Rolling Hills,AB,0,50.2200,-111.7700,,,,,,,,,Medicine Hat - Bow Island - Suffield,,,
19910706 2100,1991,07,06,1500,Near Creelman,SK,2,49.8200,-103.3000,,,,,,,,,Estevan - Weyburn - Radville - Milestone,,,
19910706 2210,1991,07,06,1610,Moose Jaw,SK,0,50.4000,-105.5400,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19910706 2315,1991,07,06,1715,Avonlea,SK,0,50.0200,-105.0700,,,,,,,,,Assiniboia - Gravelbourg - Coronach,,,
19910706 2330,1991,07,06,1730,16 km W of Briercrest,SK,0,50.1700,-105.4600,,,,,,,,,Moose Jaw - Pense - Central Butte - Craik,,,
19910706 2330,1991,07,06,1830,Oak Lake Beach,MB,0,49.6800,-100.7100,,,,,,,,,Virden - Souris,,,
19910709 1830,1991,07,09,1230,Wollaston Lake,SK,0,58.1100,-103.1500,,,,,,,,,Wollaston Lake - Collins Bay,,,
19910710 1855,1991,07,10,1255,Eston,SK,0,51.1500,-108.7500,,,,,,,,,Kindersley - Rosetown - Biggar - Wilkie - Macklin,,,
19910710 2310,1991,07,10,1710,Near Fox Valley,SK,0,50.4700,-109.4800,,,,,,,,,Leader - Gull Lake,,,
19910714 0500,1991,07,14,2300,Boyle,AB,0,54.5870,-112.7960,,,,,,,,,Westlock - Barrhead - Athabasca,,,
19910716 1800,1991,07,16,1530,Grand Falls,NL,1,48.9300,-55.6700,,,,,,,,,Grand Falls-Windsor and vicinity,,,
19910718 ,1991,07,,,Eriksdale,MB,1,50.8600,-98.1000,,,,,,,,,Selkirk - Gimli - Stonewall - Woodlands - Eriksdale,,,
19910721 2250,1991,07,21,1750,Russell,MB,0,50.8500,-101.2900,,,,,,,,,Minnedosa - Neepawa - Russell - Riding Mountain National Park,,,
19910726 2235,1991,07,26,1635,16 km SE of Provost,AB,0,52.2200,-110.1700,,,,,,,,,Hanna - Coronation - Oyen,,,
19910728 2330,1991,07,28,1730,Edmonton,AB,0,53.5880,-113.3760,,,,,,,,,City of Edmonton - St. Albert - Sherwood Park,,,
19910729 2246,1991,07,29,1630,17 km E of Bluffton,AB,0,52.7600,-114.5400,,,,,,,,,Drayton Valley - Devon - Rimbey - Pigeon Lake,,,
19910802 0100,1991,08,01,1900,Edmonton,AB,0,53.5500,-113.4685,,,,,,,,,City of Edmonton - St. Albert - Sherwood Park,,,
19910802 0930,1991,08,02,0330,Wynyard,SK,0,51.7700,-104.2700,,,,,,,,,Humboldt - Wynyard - Wadena - Lanigan - Foam Lake,,,
19910802 1530,1991,08,02,0930,Kandahar,SK,0,51.7700,-104.4200,,,,,,,,,Humboldt - Wynyard - Wadena - Lanigan - Foam Lake,,,
19910807 ,1991,08,,,Edson,AB,0,53.5800,-116.4300,,,,,,,,,Whitecourt - Edson - Fox Creek - Swan Hills,,,
19910809 2330,1991,08,09,1730,Calais,AB,0,55.0480,-117.5315,,,120,,30,,,,Grande Prairie - Beaverlodge - Valleyview,,,
19910810 0010,1991,08,10,1810,Near Guy,AB,0,55.4285,-117.2815,,,,,,,,,Peace River - Fairview - High Prairie - Manning,,,
19910811 2000,1991,08,11,1500,Whiteshell Prov. Park,MB,0,50.1300,-95.8200,,,,,,,,,Whiteshell - Lac du Bonnet - Pinawa,,,
19910814 0100,1991,08,13,1900,Writing-on-Stone Prov. Park,AB,0,49.1000,-111.6200,,,,,,,,,Lethbridge - Taber - Milk River,,,
19910815 2130,1991,08,15,1730,Sudbury,ON,0,46.6200,-80.7300,,,,,,0,0,,Greater Sudbury and Vicinity,,,
19910819 2300,1991,08,19,1900,Woodslee,ON,1,42.2100,-82.7100,,,,225,,0,0,30,Windsor - Essex - Chatham-Kent,,,
19910822 0300,1991,08,22,2100,32 km NE of Hudson Bay,SK,0,53.0300,-101.9900,,,,,,,,,Hudson Bay - Porcupine Plain,,,
19910825 ,1991,08,,,Brunkild ,MB,1,49.5500,-97.6400,,,,,,,,,Portage la Prairie - Headingley - Brunkild - Carman,,,
199108,1991,08,26,,Louvicourt,QC,1,48.0537,-77.3694,,,,,,,,,Abitibi,,,
